Number of model parameters: 5224768
0.001
Iter 0 training loss = 84.680 , time = 3.57
Iter 48 training loss = 4.013 , time = 2.87
Iter 49 training loss = 1.194 , time = 2.86
Iter 50 training loss = 2.084 , time = 2.86
Iter 51 training loss = 3.747 , time = 2.87
Iter 52 training loss = 3.389 , time = 2.84
Iter 53 training loss = 6.568 , time = 2.84
Iter 54 training loss = 16.331 , time = 2.87
Iter 55 training loss = 3.260 , time = 2.87
Iter 56 training loss = 4.151 , time = 2.87
Iter 57 training loss = 3.108 , time = 2.87
Iter 58 training loss = 4.080 , time = 2.85
Iter 59 training loss = 3.842 , time = 2.86
Iter 60 training loss = 11.308 , time = 2.88
Iter 61 training loss = 6.741 , time = 2.84
Iter 62 training loss = 4.350 , time = 2.84
Iter 63 training loss = 2.089 , time = 2.84
Iter 64 training loss = 2.050 , time = 2.86
Iter 65 training loss = 5.548 , time = 2.85
Iter 66 training loss = 9.241 , time = 2.84
Iter 67 training loss = 1.296 , time = 2.84
Iter 68 training loss = 3.435 , time = 2.85
Iter 69 training loss = 6.445 , time = 2.85
Iter 70 training loss = 9.960 , time = 2.85
Iter 71 training loss = 6.782 , time = 2.84
Iter 72 training loss = 3.965 , time = 2.84
Iter 73 training loss = 2.015 , time = 2.88
Iter 74 training loss = 4.039 , time = 2.84
Iter 75 training loss = 14.189 , time = 2.86
Iter 76 training loss = 3.460 , time = 2.88
Iter 77 training loss = 4.296 , time = 2.87
Iter 78 training loss = 8.635 , time = 2.87
Iter 79 training loss = 6.116 , time = 2.87
Iter 80 training loss = 4.899 , time = 2.84
Iter 81 training loss = 2.338 , time = 2.84
Iter 82 training loss = 1.494 , time = 2.84
Iter 83 training loss = 1.738 , time = 2.83
Iter 84 training loss = 6.988 , time = 2.84
Iter 85 training loss = 8.117 , time = 2.84
Iter 86 training loss = 2.498 , time = 2.85
Iter 87 training loss = 4.221 , time = 2.85
Iter 88 training loss = 5.468 , time = 2.85
Iter 89 training loss = 3.107 , time = 2.88
Iter 90 training loss = 3.194 , time = 2.84
Iter 91 training loss = 3.069 , time = 2.88
Iter 92 training loss = 5.547 , time = 2.87
Iter 93 training loss = 3.960 , time = 2.86
Iter 94 training loss = 3.498 , time = 2.88
Iter 95 training loss = 2.635 , time = 2.87
Iter 96 training loss = 6.293 , time = 2.87
Iter 97 training loss = 3.481 , time = 2.87
Iter 98 training loss = 6.572 , time = 2.86
Iter 99 training loss = 97.081 , time = 2.87
Iter 100 training loss = 3.160 , time = 2.88
Iter 101 training loss = 5.437 , time = 2.87
Iter 102 training loss = 2.904 , time = 2.88
Iter 103 training loss = 24.768 , time = 2.87
Iter 104 training loss = 5.963 , time = 2.87
Iter 105 training loss = 4.015 , time = 2.88
Iter 106 training loss = 3.164 , time = 2.84
Iter 107 training loss = 20.895 , time = 2.87
Iter 108 training loss = 1.242 , time = 2.84
Iter 109 training loss = 3.123 , time = 2.84
Iter 110 training loss = 5.343 , time = 2.83
Iter 111 training loss = 13.430 , time = 2.85
Iter 112 training loss = 4.626 , time = 2.88
Iter 113 training loss = 3.710 , time = 2.88
Iter 114 training loss = 3.807 , time = 2.86
Iter 115 training loss = 6.684 , time = 2.86
Iter 116 training loss = 3.264 , time = 2.86
Iter 117 training loss = 5.837 , time = 2.87
Iter 118 training loss = 2.903 , time = 2.87
Iter 119 training loss = 3.574 , time = 2.87
Iter 120 training loss = 8.406 , time = 2.84
Iter 121 training loss = 5.072 , time = 2.84
Iter 122 training loss = 24.698 , time = 2.86
Iter 123 training loss = 5.707 , time = 2.86
Iter 124 training loss = 5.229 , time = 2.86
Iter 125 training loss = 2.633 , time = 2.86
Iter 126 training loss = 3.505 , time = 2.86
Iter 127 training loss = 6.876 , time = 2.87
Iter 128 training loss = 8.824 , time = 2.86
Iter 129 training loss = 5.334 , time = 2.85
Iter 130 training loss = 8.324 , time = 2.87
Iter 131 training loss = 3.691 , time = 2.87
Iter 132 training loss = 6.930 , time = 2.87
Iter 133 training loss = 1.554 , time = 2.86
Iter 134 training loss = 6.813 , time = 2.87
Iter 135 training loss = 3.936 , time = 2.86
Iter 136 training loss = 2.327 , time = 2.86
Iter 137 training loss = 4.262 , time = 2.86
Iter 138 training loss = 4.128 , time = 2.86
Iter 139 training loss = 9.385 , time = 2.87
Iter 140 training loss = 4.105 , time = 2.87
Iter 141 training loss = 3.135 , time = 2.87
Iter 142 training loss = 3.457 , time = 2.87
Iter 143 training loss = 4.132 , time = 2.86
Iter 144 training loss = 5.872 , time = 2.86
Iter 145 training loss = 9.814 , time = 2.86
Iter 146 training loss = 4.296 , time = 2.87
Iter 147 training loss = 3.627 , time = 2.86
Iter 148 training loss = 5.313 , time = 2.87
Iter 149 training loss = 2.421 , time = 2.86
Iter 150 training loss = 3.510 , time = 2.86
Iter 151 training loss = 2.683 , time = 2.86
Iter 152 training loss = 2.858 , time = 2.87
Iter 153 training loss = 4.335 , time = 2.86
Iter 154 training loss = 3.472 , time = 2.87
Iter 155 training loss = 3.186 , time = 2.86
Iter 156 training loss = 5.851 , time = 2.87
Iter 157 training loss = 2.727 , time = 2.87
Iter 158 training loss = 5.014 , time = 2.87
Iter 159 training loss = 6.381 , time = 2.86
Iter 160 training loss = 4.187 , time = 2.87
Iter 161 training loss = 4.369 , time = 2.86
Iter 162 training loss = 3.413 , time = 2.86
Iter 163 training loss = 1.902 , time = 2.86
Iter 164 training loss = 3.203 , time = 2.88
Iter 165 training loss = 3.949 , time = 2.87
Iter 166 training loss = 1.813 , time = 2.87
Iter 167 training loss = 1.533 , time = 2.86
Iter 168 training loss = 5.167 , time = 2.86
Iter 169 training loss = 2.674 , time = 2.86
Iter 170 training loss = 2.504 , time = 2.87
Iter 171 training loss = 2.784 , time = 2.86
Iter 172 training loss = 5.466 , time = 2.87
Iter 173 training loss = 3.660 , time = 2.86
Iter 174 training loss = 5.185 , time = 2.86
Iter 175 training loss = 2.196 , time = 2.86
Iter 176 training loss = 6.034 , time = 2.86
Iter 177 training loss = 9.041 , time = 2.87
Iter 178 training loss = 3.007 , time = 2.86
Iter 179 training loss = 2.841 , time = 2.86
Iter 180 training loss = 7.210 , time = 2.87
Iter 181 training loss = 3.671 , time = 2.87
Iter 182 training loss = 7.986 , time = 2.86
Iter 183 training loss = 4.766 , time = 2.86
Iter 184 training loss = 2.902 , time = 2.87
Iter 185 training loss = 2.101 , time = 2.86
Iter 186 training loss = 7.475 , time = 2.87
Iter 187 training loss = 1.816 , time = 2.86
Iter 188 training loss = 2.433 , time = 2.87
Iter 189 training loss = 3.408 , time = 2.87
Iter 190 training loss = 4.953 , time = 2.86
Iter 191 training loss = 4.377 , time = 2.87
Iter 192 training loss = 3.350 , time = 2.86
Iter 193 training loss = 5.567 , time = 2.86
Iter 194 training loss = 11.105 , time = 2.86
Iter 195 training loss = 2.291 , time = 2.86
Iter 196 training loss = 2.754 , time = 2.86
Iter 197 training loss = 13.827 , time = 2.87
Iter 198 training loss = 3.840 , time = 2.87
Iter 199 training loss = 3.421 , time = 2.86
Iter 200 training loss = 4.428 , time = 2.86
Iter 201 training loss = 2.214 , time = 2.87
Iter 202 training loss = 5.961 , time = 2.87
Iter 203 training loss = 5.072 , time = 2.86
Iter 204 training loss = 3.709 , time = 2.86
Iter 205 training loss = 7.922 , time = 2.86
Iter 206 training loss = 4.384 , time = 2.86
Iter 207 training loss = 9.878 , time = 2.87
Iter 208 training loss = 5.413 , time = 2.86
Iter 209 training loss = 6.304 , time = 2.87
Iter 210 training loss = 1.455 , time = 2.88
Iter 211 training loss = 5.730 , time = 2.87
Iter 212 training loss = 2.910 , time = 2.86
Iter 213 training loss = 5.982 , time = 2.87
Iter 214 training loss = 4.010 , time = 2.87
Iter 215 training loss = 2.974 , time = 2.86
Iter 216 training loss = 3.575 , time = 2.87
Iter 217 training loss = 9.775 , time = 2.86
Iter 218 training loss = 2.872 , time = 2.87
Iter 219 training loss = 4.742 , time = 2.87
Iter 220 training loss = 2.935 , time = 2.87
Iter 221 training loss = 2.828 , time = 2.87
Iter 222 training loss = 6.366 , time = 2.86
Iter 223 training loss = 2.842 , time = 2.86
Iter 224 training loss = 3.924 , time = 2.87
Iter 225 training loss = 5.611 , time = 2.87
Iter 226 training loss = 2.033 , time = 2.85
Iter 227 training loss = 14.198 , time = 2.84
Iter 228 training loss = 5.675 , time = 2.84
Iter 229 training loss = 4.309 , time = 2.85
Iter 230 training loss = 3.656 , time = 2.85
Iter 231 training loss = 4.783 , time = 2.84
Iter 232 training loss = 4.031 , time = 2.85
Iter 233 training loss = 5.259 , time = 2.85
Iter 234 training loss = 8.837 , time = 0.97
235
epoch 26 total training loss = 5.476, epoch time = 17437.37
0.001
Iter 0 training loss = 5.535 , time = 3.05
Iter 1 training loss = 2.477 , time = 2.84
Iter 2 training loss = 7.281 , time = 2.84
Iter 3 training loss = 7.458 , time = 2.85
Iter 4 training loss = 3.787 , time = 2.88
Iter 5 training loss = 1.562 , time = 2.86
Iter 6 training loss = 5.834 , time = 2.86
Iter 7 training loss = 2.960 , time = 2.87
Iter 8 training loss = 3.353 , time = 2.87
Iter 9 training loss = 2.790 , time = 2.86
Iter 10 training loss = 2.933 , time = 2.87
Iter 11 training loss = 5.807 , time = 2.86
Iter 12 training loss = 1.486 , time = 2.87
Iter 13 training loss = 6.108 , time = 2.86
Iter 14 training loss = 4.698 , time = 2.86
Iter 15 training loss = 4.576 , time = 2.87
Iter 16 training loss = 3.311 , time = 2.86
Iter 17 training loss = 4.332 , time = 2.86
Iter 18 training loss = 2.949 , time = 2.86
Iter 19 training loss = 7.625 , time = 2.86
Iter 20 training loss = 6.528 , time = 2.87
Iter 21 training loss = 1.892 , time = 2.86
Iter 22 training loss = 4.429 , time = 2.86
Iter 23 training loss = 2.941 , time = 2.86
Iter 24 training loss = 25.179 , time = 2.86
Iter 25 training loss = 2.387 , time = 2.86
Iter 26 training loss = 2.585 , time = 2.86
Iter 27 training loss = 5.575 , time = 2.86
Iter 28 training loss = 4.698 , time = 2.86
Iter 29 training loss = 3.665 , time = 2.86
Iter 30 training loss = 2.563 , time = 2.87
Iter 31 training loss = 5.560 , time = 2.87
Iter 32 training loss = 2.522 , time = 2.87
Iter 33 training loss = 5.238 , time = 2.86
Iter 34 training loss = 2.763 , time = 2.86
Iter 35 training loss = 4.052 , time = 2.87
Iter 36 training loss = 15.035 , time = 2.85
Iter 37 training loss = 1.456 , time = 2.85
Iter 38 training loss = 3.111 , time = 2.85
Iter 39 training loss = 3.256 , time = 2.85
Iter 40 training loss = 4.873 , time = 2.86
Iter 41 training loss = 3.103 , time = 2.87
Iter 42 training loss = 5.761 , time = 2.86
Iter 43 training loss = 6.833 , time = 2.88
Iter 44 training loss = 5.855 , time = 2.87
Iter 45 training loss = 2.829 , time = 2.87
Iter 46 training loss = 7.592 , time = 2.87
Iter 47 training loss = 4.292 , time = 2.85
Iter 48 training loss = 11.369 , time = 2.84
Iter 49 training loss = 4.083 , time = 2.85
Iter 50 training loss = 7.982 , time = 2.85
Iter 51 training loss = 2.857 , time = 2.85
Iter 52 training loss = 6.836 , time = 2.85
Iter 53 training loss = 8.044 , time = 2.85
Iter 54 training loss = 10.200 , time = 2.84
Iter 55 training loss = 1.636 , time = 2.84
Iter 56 training loss = 2.368 , time = 2.84
Iter 57 training loss = 1.589 , time = 2.84
Iter 58 training loss = 2.694 , time = 2.84
Iter 59 training loss = 4.339 , time = 2.85
Iter 60 training loss = 15.110 , time = 2.85
Iter 61 training loss = 6.052 , time = 2.85
Iter 62 training loss = 9.129 , time = 2.85
Iter 63 training loss = 11.340 , time = 2.85
Iter 64 training loss = 5.981 , time = 2.85
Iter 65 training loss = 3.381 , time = 2.85
Iter 66 training loss = 5.379 , time = 2.84
Iter 67 training loss = 9.376 , time = 2.88
Iter 68 training loss = 5.477 , time = 2.89
Iter 69 training loss = 3.475 , time = 2.87
Iter 70 training loss = 1.869 , time = 2.87
Iter 71 training loss = 3.084 , time = 2.86
Iter 72 training loss = 9.090 , time = 2.87
Iter 73 training loss = 3.859 , time = 2.87
Iter 74 training loss = 3.145 , time = 2.86
Iter 75 training loss = 5.226 , time = 2.86
Iter 76 training loss = 5.156 , time = 2.87
Iter 77 training loss = 5.405 , time = 2.85
Iter 78 training loss = 13.677 , time = 2.85
Iter 79 training loss = 4.583 , time = 2.87
Iter 80 training loss = 5.764 , time = 2.87
Iter 81 training loss = 1.792 , time = 2.86
Iter 82 training loss = 4.812 , time = 2.88
Iter 83 training loss = 6.549 , time = 2.87
Iter 84 training loss = 2.434 , time = 2.88
Iter 85 training loss = 5.162 , time = 2.88
Iter 86 training loss = 2.890 , time = 2.87
Iter 87 training loss = 6.453 , time = 2.87
Iter 88 training loss = 7.137 , time = 2.87
Iter 89 training loss = 6.359 , time = 2.87
Iter 90 training loss = 6.350 , time = 2.86
Iter 91 training loss = 10.899 , time = 2.87
Iter 92 training loss = 3.147 , time = 2.88
Iter 93 training loss = 3.233 , time = 2.87
Iter 94 training loss = 4.564 , time = 2.86
Iter 95 training loss = 1.740 , time = 2.88
Iter 96 training loss = 1.517 , time = 2.87
Iter 97 training loss = 2.579 , time = 2.87
Iter 98 training loss = 4.809 , time = 2.87
Iter 99 training loss = 6.418 , time = 2.87
Iter 100 training loss = 5.589 , time = 2.86
Iter 101 training loss = 5.871 , time = 2.86
Iter 102 training loss = 2.044 , time = 2.87
Iter 103 training loss = 3.299 , time = 2.87
Iter 104 training loss = 4.688 , time = 2.87
Iter 105 training loss = 4.460 , time = 2.87
Iter 106 training loss = 13.576 , time = 2.88
Iter 107 training loss = 2.518 , time = 2.87
Iter 108 training loss = 5.223 , time = 2.87
Iter 109 training loss = 1.950 , time = 2.86
Iter 110 training loss = 4.924 , time = 2.87
Iter 111 training loss = 11.806 , time = 2.87
Iter 112 training loss = 6.302 , time = 2.87
Iter 113 training loss = 3.084 , time = 2.87
Iter 114 training loss = 3.814 , time = 2.86
Iter 115 training loss = 3.327 , time = 2.86
Iter 116 training loss = 3.322 , time = 2.86
Iter 117 training loss = 3.947 , time = 2.86
Iter 118 training loss = 2.295 , time = 2.87
Iter 119 training loss = 3.940 , time = 2.88
Iter 120 training loss = 2.324 , time = 2.87
Iter 121 training loss = 6.210 , time = 2.87
Iter 122 training loss = 6.026 , time = 2.87
Iter 123 training loss = 10.174 , time = 2.87
Iter 124 training loss = 6.508 , time = 2.88
Iter 125 training loss = 3.675 , time = 2.87
Iter 126 training loss = 3.874 , time = 2.86
Iter 127 training loss = 5.153 , time = 2.86
Iter 128 training loss = 5.366 , time = 2.84
Iter 129 training loss = 3.300 , time = 2.84
Iter 130 training loss = 4.657 , time = 2.88
Iter 131 training loss = 3.372 , time = 2.88
Iter 132 training loss = 5.393 , time = 2.86
Iter 133 training loss = 2.566 , time = 2.87
Iter 134 training loss = 3.260 , time = 2.86
Iter 135 training loss = 2.421 , time = 2.88
Iter 136 training loss = 9.942 , time = 2.87
Iter 137 training loss = 3.442 , time = 2.86
Iter 138 training loss = 2.352 , time = 2.87
Iter 139 training loss = 11.111 , time = 2.88
Iter 140 training loss = 11.058 , time = 2.88
Iter 141 training loss = 3.643 , time = 2.87
Iter 142 training loss = 4.840 , time = 2.86
Iter 143 training loss = 16.508 , time = 2.87
Iter 144 training loss = 2.082 , time = 2.86
Iter 145 training loss = 5.137 , time = 2.86
Iter 146 training loss = 10.522 , time = 2.86
Iter 147 training loss = 3.413 , time = 2.87
Iter 148 training loss = 3.047 , time = 2.87
Iter 149 training loss = 2.256 , time = 2.86
Iter 150 training loss = 2.526 , time = 2.86
Iter 151 training loss = 4.674 , time = 2.86
Iter 152 training loss = 8.409 , time = 2.87
Iter 153 training loss = 3.609 , time = 2.87
Iter 154 training loss = 11.647 , time = 2.87
Iter 155 training loss = 3.105 , time = 2.87
Iter 156 training loss = 3.099 , time = 2.86
Iter 157 training loss = 9.870 , time = 2.87
Iter 158 training loss = 4.456 , time = 2.87
Iter 159 training loss = 4.274 , time = 2.88
Iter 160 training loss = 2.809 , time = 2.87
Iter 161 training loss = 3.693 , time = 2.85
Iter 162 training loss = 4.478 , time = 2.84
Iter 163 training loss = 4.979 , time = 2.86
Iter 164 training loss = 2.176 , time = 2.88
Iter 165 training loss = 3.377 , time = 2.87
Iter 166 training loss = 4.884 , time = 2.87
Iter 167 training loss = 4.121 , time = 2.86
Iter 168 training loss = 4.377 , time = 2.88
Iter 169 training loss = 2.640 , time = 2.88
Iter 170 training loss = 3.054 , time = 2.86
Iter 171 training loss = 4.829 , time = 2.86
Iter 172 training loss = 7.426 , time = 2.87
Iter 173 training loss = 4.096 , time = 2.85
Iter 174 training loss = 6.889 , time = 2.87
Iter 175 training loss = 3.516 , time = 2.86
Iter 176 training loss = 5.500 , time = 2.87
Iter 177 training loss = 5.142 , time = 2.87
Iter 178 training loss = 9.475 , time = 2.87
Iter 179 training loss = 7.703 , time = 2.87
Iter 180 training loss = 2.102 , time = 2.86
Iter 181 training loss = 3.168 , time = 2.86
Iter 182 training loss = 4.001 , time = 2.87
Iter 183 training loss = 6.145 , time = 2.88
Iter 184 training loss = 3.164 , time = 2.87
Iter 185 training loss = 1.154 , time = 2.86
Iter 186 training loss = 3.099 , time = 2.87
Iter 187 training loss = 6.468 , time = 2.86
Iter 188 training loss = 3.767 , time = 2.86
Iter 189 training loss = 7.785 , time = 2.86
Iter 190 training loss = 4.721 , time = 2.87
Iter 191 training loss = 3.007 , time = 2.87
Iter 192 training loss = 12.555 , time = 2.86
Iter 193 training loss = 2.444 , time = 2.86
Iter 194 training loss = 5.929 , time = 2.86
Iter 195 training loss = 7.124 , time = 2.86
Iter 196 training loss = 2.547 , time = 2.87
Iter 197 training loss = 3.835 , time = 2.87
Iter 198 training loss = 3.173 , time = 2.86
Iter 199 training loss = 4.542 , time = 2.86
Iter 200 training loss = 7.193 , time = 2.88
Iter 201 training loss = 3.058 , time = 2.87
Iter 202 training loss = 3.340 , time = 2.87
Iter 203 training loss = 3.347 , time = 2.88
Iter 204 training loss = 1.211 , time = 2.87
Iter 205 training loss = 3.686 , time = 2.87
Iter 206 training loss = 6.700 , time = 2.86
Iter 207 training loss = 2.548 , time = 2.86
Iter 208 training loss = 1.665 , time = 2.87
Iter 209 training loss = 6.790 , time = 2.86
Iter 210 training loss = 2.973 , time = 2.87
Iter 211 training loss = 7.770 , time = 2.88
Iter 212 training loss = 2.667 , time = 2.87
Iter 213 training loss = 6.186 , time = 2.86
Iter 214 training loss = 3.021 , time = 2.85
Iter 215 training loss = 3.728 , time = 2.85
Iter 216 training loss = 16.901 , time = 2.85
Iter 217 training loss = 1.654 , time = 2.87
Iter 218 training loss = 1.547 , time = 2.86
Iter 219 training loss = 2.472 , time = 2.86
Iter 220 training loss = 2.472 , time = 2.86
Iter 221 training loss = 2.527 , time = 2.86
Iter 222 training loss = 2.391 , time = 2.85
Iter 223 training loss = 4.963 , time = 2.87
Iter 224 training loss = 3.893 , time = 2.87
Iter 225 training loss = 5.430 , time = 2.87
Iter 226 training loss = 4.146 , time = 2.85
Iter 227 training loss = 16.334 , time = 2.85
Iter 228 training loss = 7.356 , time = 2.85
Iter 229 training loss = 9.063 , time = 2.85
Iter 230 training loss = 1.244 , time = 2.84
Iter 231 training loss = 2.294 , time = 2.84
Iter 232 training loss = 3.187 , time = 2.85
Iter 233 training loss = 2.632 , time = 2.84
Iter 234 training loss = nan , time = 0.93
235
epoch 27 total training loss = 5.444, epoch time = 18110.66
0.001
Iter 0 training loss = 2.572 , time = 2.99
Iter 1 training loss = 3.396 , time = 2.85
Iter 2 training loss = 3.666 , time = 2.87
Iter 3 training loss = 3.201 , time = 2.86
Iter 4 training loss = 3.891 , time = 2.84
Iter 5 training loss = 5.138 , time = 2.87
Iter 6 training loss = 3.024 , time = 2.86
Iter 7 training loss = 4.082 , time = 2.87
Iter 8 training loss = 3.935 , time = 2.86
Iter 9 training loss = 2.165 , time = 2.87
Iter 10 training loss = 4.399 , time = 2.87
Iter 11 training loss = 4.184 , time = 2.87
Iter 12 training loss = 4.756 , time = 2.87
Iter 13 training loss = 3.281 , time = 2.87
Iter 14 training loss = 3.129 , time = 2.85
Iter 15 training loss = 5.053 , time = 2.84
Iter 16 training loss = 4.047 , time = 2.85
Iter 17 training loss = 1.462 , time = 2.83
Iter 18 training loss = 1.959 , time = 2.81
Iter 19 training loss = 1.305 , time = 2.81
Iter 20 training loss = 2.494 , time = 2.82
Iter 21 training loss = 2.290 , time = 2.81
Iter 22 training loss = 4.237 , time = 2.80
Iter 23 training loss = 3.848 , time = 2.80
Iter 24 training loss = 3.767 , time = 2.81
Iter 25 training loss = 2.465 , time = 2.79
Iter 26 training loss = 5.670 , time = 2.80
Iter 27 training loss = 5.421 , time = 2.80
Iter 28 training loss = 5.310 , time = 2.79
Iter 29 training loss = 3.468 , time = 2.78
Iter 30 training loss = 4.509 , time = 2.80
Iter 31 training loss = 1.718 , time = 2.79
Iter 32 training loss = 6.106 , time = 2.83
Iter 33 training loss = 3.540 , time = 2.85
Iter 34 training loss = 4.053 , time = 2.84
Iter 35 training loss = 8.227 , time = 2.85
Iter 36 training loss = 2.499 , time = 2.87
Iter 37 training loss = 4.597 , time = 2.85
Iter 38 training loss = 4.754 , time = 2.85
Iter 39 training loss = 3.927 , time = 2.86
Iter 40 training loss = 3.373 , time = 2.88
Iter 41 training loss = 3.048 , time = 2.87
Iter 42 training loss = 2.890 , time = 2.87
Iter 43 training loss = 4.812 , time = 2.86
Iter 44 training loss = 3.223 , time = 2.87
Iter 45 training loss = 4.557 , time = 2.87
Iter 46 training loss = 6.343 , time = 2.87
Iter 47 training loss = 4.361 , time = 2.88
Iter 48 training loss = 1.933 , time = 2.88
Iter 49 training loss = 4.210 , time = 2.89
Iter 50 training loss = 4.748 , time = 2.89
Iter 51 training loss = 3.118 , time = 2.88
Iter 52 training loss = 4.562 , time = 2.88
Iter 53 training loss = 6.489 , time = 2.87
Iter 54 training loss = 5.946 , time = 2.88
Iter 55 training loss = 3.918 , time = 2.86
Iter 56 training loss = 11.760 , time = 2.86
Iter 57 training loss = 1.345 , time = 2.86
Iter 58 training loss = 7.836 , time = 2.87
Iter 59 training loss = 3.759 , time = 2.87
Iter 60 training loss = 3.093 , time = 2.87
Iter 61 training loss = 6.276 , time = 2.88
Iter 62 training loss = 4.699 , time = 2.87
Iter 63 training loss = 2.621 , time = 2.88
Iter 64 training loss = 5.821 , time = 2.88
Iter 65 training loss = 7.397 , time = 2.88
Iter 66 training loss = 2.224 , time = 2.88
Iter 67 training loss = 2.370 , time = 2.89
Iter 68 training loss = 3.543 , time = 2.88
Iter 69 training loss = 3.169 , time = 2.88
Iter 70 training loss = 4.219 , time = 2.88
Iter 71 training loss = 8.975 , time = 2.88
Iter 72 training loss = 3.082 , time = 2.90
Iter 73 training loss = 3.727 , time = 2.88
Iter 74 training loss = 4.116 , time = 2.88
Iter 75 training loss = 4.687 , time = 2.88
Iter 76 training loss = 3.520 , time = 2.90
Iter 77 training loss = 5.699 , time = 2.89
Iter 78 training loss = 1.288 , time = 2.90
Iter 79 training loss = 2.074 , time = 2.86
Iter 80 training loss = 1.684 , time = 2.86
Iter 81 training loss = 1.910 , time = 2.85
Iter 82 training loss = 5.658 , time = 2.89
Iter 83 training loss = 4.344 , time = 2.89
Iter 84 training loss = 6.110 , time = 2.88
Iter 85 training loss = 2.669 , time = 2.88
Iter 86 training loss = 3.041 , time = 2.88
Iter 87 training loss = 5.476 , time = 2.87
Iter 88 training loss = 14.996 , time = 2.87
Iter 89 training loss = 2.119 , time = 2.86
Iter 90 training loss = 3.399 , time = 2.86
Iter 91 training loss = 6.893 , time = 2.86
Iter 92 training loss = 4.091 , time = 2.86
Iter 93 training loss = 4.803 , time = 2.87
Iter 94 training loss = 4.778 , time = 2.82
Iter 95 training loss = 4.656 , time = 2.87
Iter 96 training loss = 3.232 , time = 2.83
Iter 97 training loss = 3.502 , time = 2.83
Iter 98 training loss = 3.410 , time = 2.87
Iter 99 training loss = 5.541 , time = 2.86
Iter 100 training loss = 1.774 , time = 2.84
Iter 101 training loss = 3.235 , time = 2.85
Iter 102 training loss = 10.664 , time = 2.83
Iter 103 training loss = 3.945 , time = 2.84
Iter 104 training loss = 4.306 , time = 2.84
Iter 105 training loss = 3.839 , time = 2.83
Iter 106 training loss = 3.897 , time = 2.84
Iter 107 training loss = 3.069 , time = 2.84
Iter 108 training loss = 3.100 , time = 2.84
Iter 109 training loss = 4.610 , time = 2.83
Iter 110 training loss = 9.567 , time = 2.84
Iter 111 training loss = 3.567 , time = 2.83
Iter 112 training loss = 4.216 , time = 2.86
Iter 113 training loss = 5.908 , time = 2.84
Iter 114 training loss = 3.740 , time = 2.84
Iter 115 training loss = 1.452 , time = 2.84
Iter 116 training loss = 8.074 , time = 2.85
Iter 117 training loss = 2.346 , time = 2.83
Iter 118 training loss = 8.161 , time = 2.83
Iter 119 training loss = 2.818 , time = 2.84
Iter 120 training loss = 5.634 , time = 2.85
Iter 121 training loss = 3.942 , time = 2.84
Iter 122 training loss = 2.998 , time = 2.85
Iter 123 training loss = 8.192 , time = 2.86
Iter 124 training loss = 2.125 , time = 2.80
Iter 125 training loss = 5.467 , time = 2.81
Iter 126 training loss = 7.506 , time = 2.83
Iter 127 training loss = 4.169 , time = 2.82
Iter 128 training loss = 121.270 , time = 2.84
Iter 129 training loss = 4.179 , time = 2.82
Iter 130 training loss = 5.171 , time = 2.83
Iter 131 training loss = 1.969 , time = 2.82
Iter 132 training loss = 2.407 , time = 2.83
Iter 133 training loss = 2.300 , time = 2.83
Iter 134 training loss = 3.767 , time = 2.82
Iter 135 training loss = 4.993 , time = 2.83
Iter 136 training loss = 5.271 , time = 2.84
Iter 137 training loss = 6.053 , time = 2.83
Iter 138 training loss = 4.963 , time = 2.83
Iter 139 training loss = 3.810 , time = 2.84
Iter 140 training loss = 2.599 , time = 2.82
Iter 141 training loss = 1.599 , time = 2.82
Iter 142 training loss = 3.123 , time = 2.80
Iter 143 training loss = 5.294 , time = 2.82
Iter 144 training loss = 2.654 , time = 2.82
Iter 145 training loss = 15.774 , time = 2.83
Iter 146 training loss = 6.278 , time = 2.83
Iter 147 training loss = 1.928 , time = 2.83
Iter 148 training loss = 15.731 , time = 2.84
Iter 149 training loss = 6.665 , time = 2.84
Iter 150 training loss = 1.287 , time = 2.84
Iter 151 training loss = 3.720 , time = 2.82
Iter 152 training loss = 3.505 , time = 2.84
Iter 153 training loss = 4.952 , time = 2.83
Iter 154 training loss = 3.318 , time = 2.83
Iter 155 training loss = 1.379 , time = 2.84
Iter 156 training loss = 2.566 , time = 2.82
Iter 157 training loss = 2.706 , time = 2.83
Iter 158 training loss = 8.308 , time = 2.82
Iter 159 training loss = 7.439 , time = 2.84
Iter 160 training loss = 52.321 , time = 2.82
Iter 161 training loss = 5.174 , time = 2.83
Iter 162 training loss = 7.819 , time = 2.83
Iter 163 training loss = 4.208 , time = 2.82
Iter 164 training loss = 11.398 , time = 2.82
Iter 165 training loss = 5.745 , time = 2.83
Iter 166 training loss = 4.068 , time = 2.84
Iter 167 training loss = 6.778 , time = 2.83
Iter 168 training loss = 3.531 , time = 2.82
Iter 169 training loss = 12.994 , time = 2.83
Iter 170 training loss = 2.922 , time = 2.82
Iter 171 training loss = 1.942 , time = 2.83
Iter 172 training loss = 1.695 , time = 2.82
Iter 173 training loss = 2.094 , time = 2.82
Iter 174 training loss = 2.845 , time = 2.82
Iter 175 training loss = 4.438 , time = 2.83
Iter 176 training loss = 6.167 , time = 2.83
Iter 177 training loss = 4.833 , time = 2.82
Iter 178 training loss = 4.564 , time = 2.82
Iter 179 training loss = 3.846 , time = 2.83
Iter 180 training loss = 6.843 , time = 2.83
Iter 181 training loss = 6.534 , time = 2.82
